e401k,inc,marr,male,age,fsize,nettfa,p401k,pira,incsq,agesq
0,16.86,0,1,26,1,4.9,0,0,284.2596,676
1,28.113,1,0,57,3,89.509,0,0,790.3408,3249
1,34.149,1,0,47,3,69.849,1,1,1166.154,2209
0,33.729,0,0,25,1,-9.001,0,0,1137.646,625
0,12.036,0,1,62,1,0,0,0,144.8653,3844
1,45.819,1,0,39,4,39.627,1,1,2099.381,1521
0,89.1,1,1,49,4,-14,0,0,7938.81,2401
0,77.466,1,1,49,2,39.8,0,1,6000.981,2401
1,52.416,1,0,42,4,50.1,1,1,2747.437,1764
0,14.97,1,0,56,2,108,0,1,224.1009,3136
0,56.574,1,0,34,4,18.613,0,1,3200.618,1156
1,25.059,1,1,29,7,4,1,0,627.9535,841
0,15.69,1,0,30,5,0,0,0,246.1761,900
0,17.34,0,0,58,1,-1.3,0,0,300.6756,3364
0,37.08,1,0,48,4,0.8,0,0,1374.927,2304
0,12.24,0,0,47,1,0.015,0,0,149.8176,2209
0,18.975,0,1,49,2,-0.3,0,0,360.0506,2401
0,10.599,1,0,52,5,0,0,0,112.3388,2704
0,22.473,1,0,35,4,-5.919,0,0,505.0357,1225
1,10.863,1,0,58,4,1.1,0,0,118.0048,3364
0,40.8,1,1,30,2,2.6,0,0,1664.64,900
0,99.996,1,0,38,4,0,0,0,9999.2,1444
0,37.458,0,0,49,2,76.678,0,0,1403.102,2401
0,14.172,0,1,43,4,0.825,0,0,200.8456,1849
1,25.155,1,0,29,3,0.05,0,0,632.774,841
0,38.313,1,0,38,4,-1.005,0,0,1467.886,1444
1,54.768,1,0,36,5,-3.52,0,0,2999.534,1296
1,28.584,1,0,45,3,-21.8,1,0,817.045,2025
0,14.07,1,0,43,4,-0.2,0,0,197.9649,1849
0,21.648,0,0,49,3,-0.551,0,0,468.6359,2401
0,11.475,0,1,33,1,0,0,0,131.6756,1089
0,10.428,0,0,42,3,0.6,0,0,108.7432,1764
0,16.32,1,0,61,2,0,0,0,266.3424,3721
0,15.99,0,0,31,3,-1.345,0,0,255.6801,961
1,26.475,0,1,42,1,8.749,1,0,700.9257,1764
1,20.403,0,1,26,1,0.075,0,0,416.2824,676
0,28.317,1,1,53,2,4.035,0,0,801.8525,2809
1,44.493,1,0,40,3,-38.523,0,0,1979.627,1600
1,63.45,1,0,47,4,4.975,0,1,4025.903,2209
0,31.938,1,0,38,4,0.343,0,0,1020.036,1444
1,23.67,1,0,49,5,15.5,1,0,560.2689,2401
0,10.2,0,0,40,3,0,0,0,104.04,1600
1,34.356,1,0,26,4,-3.424,0,0,1180.335,676
0,34.755,1,0,44,4,67.6,0,0,1207.91,1936
0,160.2,1,0,46,6,40,0,1,25664.04,2116
0,51.96,1,0,47,3,-5.4,0,0,2699.842,2209
0,27.639,1,0,58,2,-3.3,0,0,763.9143,3364
0,54.411,1,0,32,4,13.8,0,1,2960.557,1024
1,17.28,0,0,47,2,61.475,1,0,298.5984,2209
0,32.316,1,1,43,4,0.083,0,0,1044.324,1849
1,71.568,1,0,59,2,81.312,1,1,5121.979,3481
1,55.635,1,0,57,2,65.75,0,1,3095.253,3249
0,143.067,0,1,49,1,9.599,0,0,20468.17,2401
0,47.769,1,0,44,6,4.144,0,0,2281.877,1936
0,17.337,1,0,34,4,3.178,0,0,300.5716,1156
0,11.205,0,0,39,5,-4,0,0,125.552,1521
0,27.696,1,0,42,2,-0.023,0,0,767.0684,1764
0,21.63,0,1,31,1,1.02,0,0,467.8569,961
1,40.641,1,0,55,2,120.097,1,1,1651.691,3025
0,38.148,0,1,45,1,0.205,0,0,1455.27,2025
1,25.434,0,0,51,3,-0.337,0,0,646.8884,2601
0,30.192,0,0,33,1,0.5,0,0,911.5568,1089
1,27.657,0,0,27,1,2.02,0,0,764.9096,729
1,30.225,0,0,45,2,26.421,1,0,913.5507,2025
0,44.952,1,0,29,4,11.654,0,0,2020.682,841
1,47.184,1,0,43,4,61.5,1,1,2226.33,1849
1,44.949,1,0,46,4,-3.029,1,0,2020.413,2116
0,46.842,1,0,36,2,-4.35,0,1,2194.173,1296
1,100.587,0,1,46,2,34.2,1,0,10117.74,2116
1,18.756,0,0,54,3,0.849,1,0,351.7876,2916
0,57.615,1,0,49,2,5.8,0,0,3319.489,2401
0,16.056,1,0,27,4,-0.331,0,0,257.7951,729
1,27.213,1,0,34,4,-2.542,0,0,740.5474,1156
0,20.22,0,1,40,1,-2.49,0,0,408.8484,1600
1,27.615,0,1,25,1,-4.4,1,0,762.5882,625
0,15.33,0,0,27,1,-0.201,0,0,235.0089,729
0,58.26,1,0,26,3,5.6,0,0,3394.227,676
0,18.006,0,1,27,1,0.5,0,0,324.2161,729
1,40.8,0,1,25,1,-59.45,0,0,1664.64,625
1,179.1,1,0,47,2,983,1,0,32076.81,2209
1,78.972,1,0,59,2,80.5,1,1,6236.577,3481
0,29.43,0,0,34,2,-19.425,0,0,866.1249,1156
0,19.287,0,0,35,3,-0.5,0,0,371.9884,1225
1,38.61,0,0,38,1,16.5,1,0,1490.732,1444
0,40.641,0,1,48,1,20.685,0,1,1651.691,2304
0,22.41,0,0,44,3,-1,0,0,502.2081,1936
0,23.532,1,0,62,3,29.6,0,1,553.755,3844
0,20.529,0,0,43,1,-0.55,0,0,421.4398,1849
1,37.242,1,0,55,3,9.05,1,1,1386.967,3025
1,66.588,1,0,41,2,21,0,0,4433.961,1681
1,13.506,1,0,36,3,-4.936,1,0,182.412,1296
0,20.34,0,1,49,2,10.15,0,1,413.7156,2401
0,22.764,1,0,33,4,-2.1,0,0,518.1997,1089
1,74.385,1,0,56,3,14.12,1,1,5533.128,3136
1,59.4,1,1,30,4,2.85,1,0,3528.36,900
0,15.936,0,0,45,2,39,0,1,253.9561,2025
0,33.24,1,0,45,4,122.8,0,0,1104.898,2025
0,94.503,1,0,38,5,14.06,0,0,8930.816,1444
1,25.8,1,0,41,3,-3,0,0,665.64,1681
0,24.084,1,0,40,6,-1.2,0,0,580.0391,1600
1,38.88,0,1,33,1,7.149,1,0,1511.655,1089
0,46.08,1,0,41,5,0,0,0,2123.366,1681
0,22.8,0,0,34,2,-0.7,0,0,519.84,1156
1,14.415,0,0,28,1,0.226,0,0,207.7922,784
0,73.362,1,0,42,5,-17.3,0,0,5381.983,1764
0,67.125,1,0,30,2,13,0,1,4505.766,900
1,76.05,1,0,53,4,82.734,1,1,5783.603,2809
1,11.88,0,0,44,5,1,1,0,141.1344,1936
1,65.88,1,0,46,3,74,1,1,4340.174,2116
0,24.549,0,0,35,1,1.225,0,0,602.6534,1225
1,58.905,1,0,43,4,80.749,1,1,3469.799,1849
0,47.838,1,0,29,2,8.377,0,0,2288.474,841
0,35.58,1,0,45,3,5.649,0,1,1265.937,2025
1,67.593,1,0,31,3,4.849,1,1,4568.814,961
0,19.215,0,1,41,3,0.1,0,0,369.2162,1681
1,45.651,1,0,26,3,-6.545,0,0,2084.014,676
1,67.428,1,0,44,4,-5.687,0,1,4546.535,1936
1,61.044,1,1,46,2,16.749,1,1,3726.37,2116
0,65.505,1,0,36,4,8.649,0,0,4290.905,1296
0,26.553,0,1,37,2,-1.34,0,0,705.0618,1369
0,11.4,0,0,38,2,-1.5,0,0,129.96,1444
0,30.24,0,1,41,1,-2.4,0,0,914.4576,1681
0,18.6,0,0,33,3,-1.435,0,0,345.96,1089
0,22.188,1,0,55,5,-0.3,0,0,492.3073,3025
0,14.232,0,0,57,1,-1.925,0,0,202.5498,3249
0,43.203,1,1,40,4,86.03,0,1,1866.499,1600
0,53.7,1,0,33,4,13.349,0,0,2883.69,1089
0,32.559,1,0,53,3,42.8,0,1,1060.088,2809
1,86.814,1,0,35,4,18.3,1,1,7536.671,1225
0,43.05,1,0,48,4,10.69,0,0,1853.302,2304
1,20.646,1,0,53,3,10.699,1,0,426.2573,2809
0,39.408,1,0,27,4,-12.5,0,0,1552.99,729
0,59.253,1,0,30,2,10.948,0,0,3510.918,900
0,31.086,1,0,30,4,-4.3,0,0,966.3394,900
0,41.655,1,0,48,3,2.35,0,1,1735.139,2304
0,26.724,0,1,27,1,12.999,0,0,714.1722,729
0,39.15,0,1,41,1,30.999,0,1,1532.723,1681
0,32.457,0,0,40,1,18.3,0,1,1053.457,1600
0,12.093,0,1,31,1,30,0,1,146.2407,961
0,57.984,1,0,56,2,125.199,0,1,3362.144,3136
1,41.106,1,0,62,2,157.973,1,1,1689.703,3844
0,18.156,1,0,27,4,0,0,0,329.6404,729
0,35.28,1,0,54,2,18.545,0,1,1244.678,2916
1,59.841,1,0,27,3,-1.812,1,0,3580.945,729
1,59.112,1,0,36,5,12.414,1,0,3494.229,1296
0,46.05,1,0,31,3,-5.2,0,0,2120.603,961
1,31.047,1,0,45,4,51,1,0,963.9163,2025
0,28.08,1,0,31,3,0,0,0,788.4864,961
0,28.467,1,0,31,3,0,0,0,810.3701,961
0,17.85,1,0,37,4,0.2,0,0,318.6225,1369
0,31.158,1,0,38,4,0,0,0,970.821,1444
0,14.496,0,0,53,2,-5.9,0,0,210.134,2809
1,68.175,1,1,40,5,22.6,1,1,4647.831,1600
1,68.13,1,0,41,4,14.3,1,0,4641.696,1681
1,29.916,1,0,27,4,-4.493,1,0,894.9671,729
0,32.01,1,0,33,4,-1.305,0,0,1024.64,1089
1,44.043,1,0,34,4,-2.8,0,0,1939.786,1156
1,49.596,1,0,42,4,40.9,0,0,2459.763,1764
1,29.688,1,0,43,5,42.3,1,0,881.3773,1849
0,52.836,1,0,48,3,-0.276,0,0,2791.643,2304
1,36.348,1,0,32,3,2.5,1,0,1321.177,1024
1,16.467,0,0,42,3,5.75,1,0,271.162,1764
1,78.663,1,0,45,4,15,1,0,6187.868,2025
1,20.724,0,1,43,1,12.575,1,0,429.4842,1849
1,70.635,1,0,42,4,6.6,1,0,4989.304,1764
0,34.455,1,0,32,3,1.5,0,1,1187.147,1024
0,25.5,0,1,27,1,-0.7,0,0,650.25,729
1,24.936,1,0,43,9,0.685,1,1,621.8041,1849
0,15.699,0,1,26,1,-0.205,0,0,246.4586,676
0,19.089,0,0,58,3,0.02,0,0,364.39,3364
1,37.641,0,0,26,1,6.302,1,0,1416.845,676
0,33.225,0,0,41,1,1.6,0,1,1103.901,1681
1,25.245,1,0,28,2,-3.38,0,0,637.3101,784
0,34.17,0,0,25,1,4,0,0,1167.589,625
0,11.538,0,0,53,2,48,0,0,133.1254,2809
1,94.2,1,1,47,4,179,1,1,8873.64,2209
1,104.661,1,0,36,3,14,1,1,10953.93,1296
0,24.225,0,0,42,2,-1.9,0,0,586.8506,1764
0,50.919,1,0,61,3,5.999,0,0,2592.744,3721
1,89.253,1,1,42,5,38.7,0,0,7966.098,1764
0,19.245,0,0,58,1,59.262,0,1,370.3701,3364
1,132.996,1,0,56,6,19.5,1,0,17687.94,3136
1,40.2,1,0,31,3,13.999,1,0,1616.04,961
1,20.175,0,0,29,2,3.274,1,0,407.0306,841
1,38.46,1,0,52,3,6.52,1,0,1479.172,2704
1,42.231,1,0,61,2,99.169,1,1,1783.457,3721
1,13.8,0,0,48,2,4.8,1,0,190.44,2304
0,27.786,1,0,45,3,20.348,0,0,772.0618,2025
0,19.464,0,1,35,4,17,0,0,378.8473,1225
0,51.162,0,1,34,3,45.999,0,1,2617.55,1156
0,26.472,1,0,44,4,4.883,0,0,700.7668,1936
1,11.649,0,0,25,2,2.5,1,0,135.6992,625
1,30.438,1,0,33,4,0.3,0,0,926.4718,1089
0,22.488,1,0,52,3,54.247,0,1,505.7102,2704
1,64.245,1,0,41,4,12.65,0,1,4127.42,1681
1,30.804,0,0,48,2,38,0,0,948.8865,2304
1,90.525,1,0,57,4,98.175,1,1,8194.776,3249
0,33.084,0,0,45,2,-0.69,0,0,1094.551,2025
1,25.686,1,0,33,4,-1.8,1,0,659.7706,1089
0,60.897,0,1,35,1,13.259,0,0,3708.445,1225
0,30.636,0,0,50,2,-2.422,0,0,938.5645,2500
1,47.796,1,0,43,4,108.6,1,1,2284.458,1849
0,32.265,1,0,35,4,6.325,0,0,1041.03,1225
0,42.906,1,0,38,4,4.199,0,0,1840.925,1444
0,40.602,1,0,38,4,13.798,0,0,1648.522,1444
0,13.38,0,0,37,3,-0.6,0,0,179.0244,1369
0,14.28,0,0,59,1,-1.8,0,0,203.9184,3481
1,40.203,1,0,63,4,37.923,0,1,1616.281,3969
1,34.236,1,1,47,5,43.432,1,1,1172.104,2209
0,53.961,1,1,54,4,-9.7,0,0,2911.789,2916
1,18.588,0,0,56,2,0.2,1,0,345.5137,3136
0,36.336,1,1,49,6,0.399,0,0,1320.305,2401
0,19.491,0,1,29,1,23.549,0,0,379.899,841
1,78.48,1,0,52,2,80.5,1,0,6159.111,2704
0,10.008,0,0,31,4,-0.495,0,0,100.1601,961
0,23.601,0,0,33,4,0,0,0,557.0072,1089
0,47.52,1,0,46,4,12.899,0,1,2258.15,2116
0,33.93,1,0,47,4,7.5,0,0,1151.245,2209
0,49.2,0,1,39,1,172.6,0,1,2420.64,1521
0,47.178,1,0,45,4,-5.19,0,0,2225.764,2025
0,26.022,0,0,41,2,0.499,0,0,677.1445,1681
0,12.633,0,0,37,4,-0.256,0,0,159.5927,1369
0,26.7,0,0,45,2,-5.177,0,0,712.89,2025
1,30.504,0,1,37,2,22.05,0,0,930.494,1369
0,12.96,1,0,32,3,0,0,0,167.9616,1024
0,21.891,0,0,52,2,0,0,0,479.2159,2704
0,25.506,0,0,40,1,-5.2,0,1,650.5561,1600
1,31.992,0,1,25,1,2,1,0,1023.488,625
0,51.198,1,0,40,2,6.85,0,0,2621.235,1600
1,16.32,1,0,51,10,0,0,0,266.3424,2601
0,11.256,0,1,30,1,-1.5,0,0,126.6975,900
0,15.387,1,0,62,3,0,0,0,236.7598,3844
0,10.77,0,0,45,3,0.05,0,0,115.9929,2025
0,24,0,0,31,1,-19.173,0,0,576,961
0,23.787,1,0,44,5,1.799,0,0,565.8214,1936
0,11.34,0,0,38,2,0,0,0,128.5956,1444
0,34.908,1,0,39,3,9.055,0,1,1218.568,1521
0,39,0,1,37,2,4.499,0,0,1521,1369
0,32.646,0,1,41,2,-9.3,0,0,1065.761,1681
1,14.118,0,0,28,3,2.473,1,0,199.3179,784
0,17.724,1,0,56,3,-0.633,0,0,314.1402,3136
1,26.37,1,0,35,4,-0.4,0,0,695.377,1225
0,44.4,1,0,52,2,-0.05,0,0,1971.36,2704
0,14.28,0,1,31,1,0,0,0,203.9184,961
0,26.058,0,0,31,1,6.5,0,0,679.0194,961
1,12.24,0,0,36,3,0,0,0,149.8176,1296
1,14.7,1,0,46,4,21.85,1,0,216.09,2116
0,19.2,0,1,33,1,0.1,0,0,368.64,1089
0,57.081,1,1,62,3,99.76,0,1,3258.241,3844
0,13.5,0,1,28,1,-5.5,0,0,182.25,784
0,22.416,0,1,44,1,112,0,1,502.4771,1936
1,140.13,1,0,61,2,105,1,1,19636.42,3721
0,31.674,0,0,38,1,1.499,0,0,1003.242,1444
0,39.351,0,0,33,1,35.9,0,1,1548.501,1089
0,20.817,0,1,38,1,-4.94,0,0,433.3475,1444
0,16.98,0,0,47,1,14.948,0,1,288.3204,2209
1,32.034,0,0,28,1,1.1,1,0,1026.177,784
1,30.015,0,1,27,1,48.2,1,0,900.9002,729
1,24.693,1,0,27,3,4.763,1,0,609.7443,729
1,38.322,1,0,27,3,-0.05,1,0,1468.576,729
0,32.049,0,0,53,1,32.649,0,0,1027.138,2809
0,57.675,0,1,36,2,1.099,0,0,3326.406,1296
0,28.728,1,0,28,5,-0.97,0,0,825.298,784
0,39.003,1,0,27,2,-4.609,0,0,1521.234,729
0,84.159,1,0,59,2,120.5,0,0,7082.737,3481
1,29.046,1,0,38,5,-8.3,1,0,843.6701,1444
1,12.18,0,0,27,4,-0.128,1,0,148.3524,729
0,22.986,1,0,60,2,2.225,0,1,528.3562,3600
1,66.504,1,0,58,2,43.447,1,1,4422.782,3364
1,36,1,0,32,3,0.1,1,0,1296,1024
1,45.051,1,0,51,4,26.447,1,0,2029.593,2601
1,36,1,0,58,7,13,1,0,1296,3364
0,10.2,0,0,48,1,0,0,0,104.04,2304
1,29.997,1,0,29,4,-8.95,1,0,899.82,841
1,26.232,0,0,44,3,-7.2,0,0,688.1179,1936
0,44.64,1,0,27,3,27.349,0,0,1992.729,729
1,57.228,1,0,33,4,9.181,0,0,3275.044,1089
0,16.62,0,0,62,1,1.2,0,1,276.2244,3844
1,56.757,1,0,30,4,58.85,1,1,3221.357,900
1,76.896,1,0,49,4,4.799,1,0,5912.996,2401
0,15.384,1,0,42,7,-0.8,0,0,236.6674,1764
0,53.52,1,0,34,3,0.2,0,0,2864.39,1156
0,47.877,1,0,56,2,20.694,0,1,2292.207,3136
0,30.633,0,0,29,2,0,0,0,938.3807,841
1,25.908,1,0,29,3,-3.1,0,0,671.2245,841
0,10.92,0,0,36,4,-1.483,0,0,119.2464,1296
1,85.386,1,0,30,2,32.2,1,1,7290.769,900
1,44.805,1,0,29,3,11.509,1,1,2007.488,841
0,33.408,0,1,46,1,2.085,0,0,1116.094,2116
0,43.896,1,1,46,3,24.999,0,0,1926.859,2116
0,17.745,1,0,33,5,-0.33,0,1,314.885,1089
1,41.763,0,0,37,2,-15.532,0,0,1744.148,1369
0,20.148,1,1,28,5,-0.425,0,0,405.9419,784
0,48,0,0,37,3,-0.425,0,0,2304,1369
0,10.248,1,0,27,6,0,0,0,105.0215,729
1,76.212,1,0,38,2,40.8,1,1,5808.269,1444
0,31.236,1,0,33,6,-15.001,0,0,975.6877,1089
1,40.494,0,0,53,2,7.575,1,0,1639.764,2809
0,18.195,1,0,47,10,-0.791,0,0,331.058,2209
1,61.35,1,0,34,3,34.475,0,0,3763.822,1156
1,28.215,1,0,28,5,18.799,1,0,796.0862,784
0,11.763,1,0,37,4,-0.4,0,0,138.3682,1369
0,43.5,1,1,50,6,0,0,0,1892.25,2500
0,57.924,1,0,47,4,0,0,0,3355.19,2209
1,20.4,0,0,41,2,1,1,0,416.16,1681
1,33.717,1,0,56,2,25.449,1,1,1136.836,3136
0,29.238,1,0,48,4,2.01,0,0,854.8607,2304
0,24.675,1,0,64,4,34.271,0,1,608.8556,4096
0,37.26,1,0,32,3,1.9,0,0,1388.307,1024
0,27.6,0,0,36,4,-10.5,0,0,761.76,1296
0,11.481,0,1,28,1,0.4,0,0,131.8134,784
0,21.45,1,0,28,3,-3.1,0,0,460.1025,784
1,100.575,1,0,33,3,120.6,1,1,10115.33,1089
1,16.521,0,0,50,1,15.248,1,1,272.9435,2500
0,34.953,1,0,25,2,0,0,0,1221.712,625
0,21.84,0,0,57,3,-2.5,0,0,476.9856,3249
0,19.659,1,0,32,5,0.149,0,0,386.4763,1024
0,14.631,0,0,49,2,-3,0,0,214.0661,2401
0,24.3,1,0,31,3,-1.16,0,0,590.49,961
1,42.639,0,1,47,2,78.7,0,1,1818.084,2209
0,16.92,1,0,49,3,-2.95,0,0,286.2864,2401
1,28.374,1,0,32,2,0.42,1,0,805.0839,1024
0,96.06,0,1,46,1,-1.5,0,0,9227.523,2116
0,10.626,0,1,26,1,0,0,0,112.9119,676
1,91.536,1,0,29,2,87.509,1,1,8378.84,841
1,94.125,1,0,29,2,36.1,1,1,8859.516,841
0,23.37,1,0,40,5,-8.25,0,0,546.1569,1600
0,46.8,1,0,44,3,11.5,0,1,2190.24,1936
1,68.739,1,0,38,4,40.416,1,1,4725.05,1444
0,42.336,1,0,31,5,24.32,0,0,1792.337,961
0,17.418,1,0,25,5,-0.35,0,0,303.3867,625
1,49.2,1,0,34,3,-10.115,1,0,2420.64,1156
0,28.935,1,0,34,3,-3.72,0,0,837.2342,1156
1,51.99,1,0,54,2,65.5,1,1,2702.96,2916
1,36.912,1,0,56,3,101.408,1,1,1362.496,3136
1,33.636,0,0,43,2,49.37,0,0,1131.381,1849
1,45.564,1,0,39,4,2.7,0,0,2076.078,1521
1,45.09,1,0,52,4,4.9,1,0,2033.108,2704
0,15.774,0,1,28,1,0.8,0,0,248.8191,784
0,14.625,0,1,30,1,-1,0,0,213.8906,900
0,15.3,0,1,33,1,-18.294,0,0,234.09,1089
0,27.489,1,0,43,5,-22.663,0,0,755.6451,1849
1,67.434,1,0,40,4,5.899,1,0,4547.344,1600
0,22.578,1,0,43,2,9.75,0,1,509.7661,1849
1,92.583,1,1,47,3,14.549,1,0,8571.612,2209
0,77.73,1,0,44,4,125.599,0,1,6041.954,1936
0,16.335,0,0,49,2,0.8,0,1,266.8322,2401
0,19.29,1,0,27,3,-5.201,0,0,372.1041,729
0,12.501,0,0,44,2,-5.774,0,0,156.275,1936
0,18.138,0,0,36,2,-4.4,0,0,328.9871,1296
1,41.751,1,0,41,5,90.798,1,0,1743.146,1681
1,18.225,1,0,26,3,-0.474,1,0,332.1506,676
1,19.206,0,0,62,2,21.75,1,0,368.8704,3844
0,49.428,0,0,57,1,25.5,0,1,2443.127,3249
0,18.9,1,1,40,6,-18,0,0,357.21,1600
0,107.172,1,0,38,4,156.1,0,0,11485.84,1444
1,24.21,0,1,30,1,0.6,1,0,586.1241,900
0,73.11,1,0,52,2,7.7,0,1,5345.072,2704
0,22.404,0,0,28,1,2.444,0,0,501.9392,784
1,28.407,1,1,35,4,5.709,1,0,806.9576,1225
0,22.341,1,0,61,2,2.1,0,0,499.1203,3721
0,30,1,0,42,4,-6,0,0,900,1764
1,66.018,1,0,54,2,11,1,0,4358.376,2916
0,32.256,1,0,31,3,7.768,0,0,1040.45,961
1,54.594,0,0,30,1,13.47,1,0,2980.505,900
0,69.12,1,0,37,3,-2,0,0,4777.575,1369
0,29.7,1,0,26,1,16.699,0,0,882.09,676
1,53.364,1,0,32,4,-10.559,1,0,2847.716,1024
1,33.693,0,1,31,1,2.57,1,0,1135.218,961
1,66,0,1,53,2,5.27,1,0,4356,2809
0,33.948,0,0,31,1,40.45,0,1,1152.467,961
0,15.294,0,1,28,1,-6.5,0,0,233.9064,784
0,39,0,1,29,1,-3.23,0,0,1521,841
1,36.015,1,0,32,6,-15.345,0,0,1297.08,1024
1,43.818,1,0,40,3,-2.371,1,0,1920.017,1600
0,16.56,1,0,31,2,-14.16,0,0,274.2336,961
1,38.931,1,0,26,3,-2.958,1,0,1515.623,676
0,16.2,0,1,41,1,0.5,0,0,262.44,1681
1,58.68,1,0,62,2,5.86,1,0,3443.343,3844
1,21.969,0,0,48,1,-2.05,0,0,482.637,2304
0,19.8,1,0,33,4,2.999,0,0,392.04,1089
1,77.493,1,1,39,2,39.1,1,1,6005.165,1521
1,41.58,0,1,46,2,17.147,1,1,1728.897,2116
0,34.68,1,0,32,3,0,0,0,1202.702,1024
0,10.173,0,1,44,1,8.199,0,1,103.4899,1936
0,12.168,0,1,34,1,0.5,0,0,148.0602,1156
0,22.092,0,0,47,3,41.71,0,0,488.0564,2209
0,55.77,1,0,35,3,-30.59,0,1,3110.293,1225
1,17.196,1,0,55,2,-0.733,0,0,295.7024,3025
0,12.051,0,0,30,1,-0.05,0,0,145.2266,900
1,70.179,1,0,54,2,105.95,1,0,4925.092,2916
0,33.915,1,0,58,2,968.999,0,1,1150.227,3364
0,22.149,0,1,32,1,0.4,0,0,490.5782,1024
0,50.97,1,0,32,2,4.6,0,0,2597.941,1024
1,45.492,1,0,61,2,3.648,0,0,2069.522,3721
1,44.442,1,0,26,3,-5,1,0,1975.091,676
0,46.998,1,0,32,7,-3.5,0,0,2208.812,1024
1,33.639,1,1,46,4,5.248,0,0,1131.582,2116
0,60.48,1,0,44,2,0.6,0,0,3657.83,1936
0,97.299,1,1,52,4,74,0,1,9467.096,2704
0,62.25,0,1,46,2,-3,0,0,3875.063,2116
0,26.406,1,0,42,5,1.099,0,0,697.2769,1764
1,34.935,0,1,50,1,17.46,1,0,1220.454,2500
0,14.748,0,1,56,1,3.499,0,0,217.5035,3136
0,27.93,1,0,30,3,-0.9,0,0,780.0849,900
0,17.34,1,1,27,5,-1,0,0,300.6756,729
1,48.639,0,0,52,5,84.05,1,0,2365.752,2704
0,44.805,1,0,36,2,0.6,0,0,2007.488,1296
0,107.922,1,0,48,4,161.626,0,1,11647.16,2304
0,13.128,0,0,35,4,-0.021,0,0,172.3444,1225
0,12.906,0,0,59,1,-3.016,0,0,166.5648,3481
0,50.817,1,0,40,5,-6.38,0,0,2582.368,1600
1,26.718,0,1,42,1,11.9,1,1,713.8516,1764
0,29.4,0,0,45,2,3.6,0,0,864.36,2025
0,27.033,1,0,45,4,0.019,0,0,730.7831,2025
1,119.133,1,1,41,2,90.2,1,1,14192.67,1681
0,27.129,0,0,35,2,-3,0,0,735.9826,1225
0,18,0,0,29,1,-4.5,0,0,324,841
1,68.271,1,0,40,4,38,1,1,4660.93,1600
1,21.6,0,1,31,1,0,0,0,466.56,961
1,41.415,1,0,41,4,-0.05,0,0,1715.202,1681
0,24.705,1,0,35,4,3,0,0,610.337,1225
0,13.35,1,0,47,4,-4.6,0,0,178.2225,2209
0,26.4,1,0,49,2,-7.606,0,1,696.96,2401
0,11.721,0,0,29,3,0,0,0,137.3818,841
0,32.679,1,1,37,4,0,0,0,1067.917,1369
1,41.13,1,0,34,3,5.45,1,0,1691.677,1156
1,62.49,1,0,30,3,61.55,1,1,3905,900
1,21.534,1,1,28,3,6.975,0,0,463.7132,784
1,13.692,0,0,57,1,5.599,1,1,187.4709,3249
0,55.791,1,0,42,4,5.968,0,0,3112.636,1764
1,48.27,0,0,34,2,85,1,1,2329.993,1156
0,20.577,1,0,38,5,1.7,0,0,423.4129,1444
0,19.365,0,0,38,3,0,0,0,375.0032,1444
0,13.896,0,1,43,2,0.125,0,0,193.0988,1849
1,107.559,1,0,49,4,14.599,0,0,11568.94,2401
1,39.342,1,0,62,5,21.548,1,0,1547.793,3844
0,126.576,1,0,59,3,-130.09,0,1,16021.48,3481
0,88.413,1,0,47,3,24.109,0,0,7816.859,2209
0,63.15,1,0,39,4,0.299,0,0,3987.923,1521
0,36.966,1,0,60,2,6.93,0,0,1366.485,3600
0,100.596,0,1,52,2,92.8,0,0,10119.56,2704
0,13.317,1,0,31,4,-1.093,0,0,177.3425,961
0,45.225,0,1,54,1,18.3,0,1,2045.301,2916
0,12.96,1,0,59,4,0,0,0,167.9616,3481
0,17.7,0,0,51,2,44.999,0,1,313.29,2601
1,25.392,0,0,57,2,59.15,1,0,644.7537,3249
0,31.56,1,0,41,3,4.3,0,0,996.0336,1681
0,13.77,1,0,53,3,0,0,0,189.6129,2809
1,61.683,1,0,42,5,23.983,1,0,3804.792,1764
1,53.556,1,0,34,4,0.725,1,0,2868.245,1156
0,37.548,1,0,35,5,0,0,0,1409.852,1225
0,18,0,1,42,1,0,0,0,324,1764
1,27,1,0,48,2,-7.85,0,0,729,2304
0,36.564,1,0,37,4,-3.995,0,0,1336.926,1369
1,30.189,1,0,50,3,49.549,1,0,911.3757,2500
0,24.51,1,0,25,4,-1.45,0,0,600.7401,625
0,17.544,0,0,60,2,-0.05,0,0,307.792,3600
0,29.91,1,0,35,5,-0.275,0,0,894.6081,1225
0,57.18,1,0,42,4,4.21,0,0,3269.552,1764
0,19.35,1,0,62,2,96.997,0,1,374.4225,3844
0,19.77,0,1,36,1,74.35,0,0,390.8529,1296
1,68.889,1,0,61,2,44.599,0,1,4745.694,3721
0,65.661,1,0,54,4,133.249,0,1,4311.367,2916
0,45.102,1,0,51,2,3.749,0,0,2034.191,2601
0,18.015,0,0,26,1,-10.2,0,0,324.5402,676
0,15.42,1,0,58,2,2.65,0,0,237.7764,3364
1,12.96,0,0,34,4,-2.8,0,0,167.9616,1156
0,19.125,1,0,38,7,-0.8,0,0,365.7656,1444
1,24.009,0,1,36,1,0.2,1,0,576.4321,1296
0,30.936,0,0,40,4,-0.929,0,0,957.0361,1600
1,16.2,0,0,53,2,-2.364,0,0,262.44,2809
